rxn_cpd	concerns@reaction	consumes@compound	produces@compound	stoichiometry	compartment
RXN-11625_CTP__1_c	RXN-11625	CTP		1	c
RXN-11625__CDP_1_c	RXN-11625		CDP	1	c
RXN-16219__Vernolates_1_c	RXN-16219		Vernolates	1	c
RXN-16219__CPD-17614_1_c	RXN-16219		CPD-17614	1	c
RXN-16219_CPD-8678__1_c	RXN-16219	CPD-8678		1	c
RXN-16219_LINOLEIC_ACID__1_c	RXN-16219	LINOLEIC_ACID		1	c
RXN-6222__SUCROSE_1_c	RXN-6222		SUCROSE	1	c
RXN-6222__PROTON_1_c	RXN-6222		PROTON	1	c
RXN-6222_Fructofuranose__1_c	RXN-6222	Fructofuranose		1	c
RXN-6222_NDP-glucoses__1_c	RXN-6222	NDP-glucoses		1	c
RXN-6222__Nucleoside-Diphosphates_1_c	RXN-6222		Nucleoside-Diphosphates	1	c
5.5.1.2-RXN_CPD-245__1_c	5.5.1.2-RXN	CPD-245		1	c
5.5.1.2-RXN__CPD-7737_1_c	5.5.1.2-RXN		CPD-7737	1	c
5.5.1.2-RXN_PROTON__1_c	5.5.1.2-RXN	PROTON		1	c
RXN-17679__Flavonols_1_c	RXN-17679		Flavonols	1	c
RXN-17679_OXYGEN-MOLECULE__1_c	RXN-17679	OXYGEN-MOLECULE		1	c
RXN-17679__SUC_1_c	RXN-17679		SUC	1	c
RXN-17679_2-KETOGLUTARATE__1_c	RXN-17679	2-KETOGLUTARATE		1	c
RXN-17679__WATER_1_c	RXN-17679		WATER	1	c
RXN-17679_2R-3R-Dihydroflavonols__1_c	RXN-17679	2R-3R-Dihydroflavonols		1	c
RXN-17679__CARBON-DIOXIDE_1_c	RXN-17679		CARBON-DIOXIDE	1	c
RXN-10827_1-CARBOXYVINYL-CARBOXYPHOSPHONATE__1_c	RXN-10827	1-CARBOXYVINYL-CARBOXYPHOSPHONATE		1	c
RXN-10827__CPD-11740_1_c	RXN-10827		CPD-11740	1	c
NITRIC-OXIDE-SYNTHASE-RXN_ARG__2_c	NITRIC-OXIDE-SYNTHASE-RXN	ARG		2	c
NITRIC-OXIDE-SYNTHASE-RXN__NITRIC-OXIDE_2_c	NITRIC-OXIDE-SYNTHASE-RXN		NITRIC-OXIDE	2	c
NITRIC-OXIDE-SYNTHASE-RXN__NADP_3_c	NITRIC-OXIDE-SYNTHASE-RXN		NADP	3	c
NITRIC-OXIDE-SYNTHASE-RXN_PROTON__1_c	NITRIC-OXIDE-SYNTHASE-RXN	PROTON		1	c
NITRIC-OXIDE-SYNTHASE-RXN__L-CITRULLINE_2_c	NITRIC-OXIDE-SYNTHASE-RXN		L-CITRULLINE	2	c
NITRIC-OXIDE-SYNTHASE-RXN_NADPH__3_c	NITRIC-OXIDE-SYNTHASE-RXN	NADPH		3	c
NITRIC-OXIDE-SYNTHASE-RXN__WATER_4_c	NITRIC-OXIDE-SYNTHASE-RXN		WATER	4	c
NITRIC-OXIDE-SYNTHASE-RXN_OXYGEN-MOLECULE__4_c	NITRIC-OXIDE-SYNTHASE-RXN	OXYGEN-MOLECULE		4	c
RXN-16153__CPD-17401_1_c	RXN-16153		CPD-17401	1	c
RXN-16153__CARBON-DIOXIDE_1_c	RXN-16153		CARBON-DIOXIDE	1	c
RXN-16153_MALONYL-COA__1_c	RXN-16153	MALONYL-COA		1	c
RXN-16153__CO-A_1_c	RXN-16153		CO-A	1	c
RXN-16153_PROTON__1_c	RXN-16153	PROTON		1	c
RXN-16153_CPD-15365__1_c	RXN-16153	CPD-15365		1	c
MRNA-GUANYLYLTRANSFERASE-RXN_GTP__1_c	MRNA-GUANYLYLTRANSFERASE-RXN	GTP		1	c
MRNA-GUANYLYLTRANSFERASE-RXN__G5-pppR-mRNAs_1_c	MRNA-GUANYLYLTRANSFERASE-RXN		G5-pppR-mRNAs	1	c
MRNA-GUANYLYLTRANSFERASE-RXN__PPI_1_c	MRNA-GUANYLYLTRANSFERASE-RXN		PPI	1	c
MRNA-GUANYLYLTRANSFERASE-RXN_PROTON__2_c	MRNA-GUANYLYLTRANSFERASE-RXN	PROTON		2	c
MRNA-GUANYLYLTRANSFERASE-RXN_CPD-8630__1_c	MRNA-GUANYLYLTRANSFERASE-RXN	CPD-8630		1	c
RXN-11474__3-Ketoglutaryl-ACP-methyl-ester_1_c	RXN-11474		3-Ketoglutaryl-ACP-methyl-ester	1	c
RXN-11474_PROTON__1_c	RXN-11474	PROTON		1	c
RXN-11474__ACP_1_c	RXN-11474		ACP	1	c
RXN-11474_MALONYL-ACP__1_c	RXN-11474	MALONYL-ACP		1	c
RXN-11474_Malonyl-acp-methyl-ester__1_c	RXN-11474	Malonyl-acp-methyl-ester		1	c
RXN-11474__CARBON-DIOXIDE_1_c	RXN-11474		CARBON-DIOXIDE	1	c
RXN0-7248__CPD-10269_1_c	RXN0-7248		CPD-10269	1	c
RXN0-7248_PROTON__1_e	RXN0-7248	PROTON		1	e
RXN0-7248__PPI_1_c	RXN0-7248		PPI	1	c
RXN0-7248_CO-A__1_c	RXN0-7248	CO-A		1	c
RXN0-7248_ATP__1_c	RXN0-7248	ATP		1	c
RXN0-7248_CPD-9245__1_e	RXN0-7248	CPD-9245		1	e
RXN0-7248__PROTON_1_c	RXN0-7248		PROTON	1	c
RXN0-7248__AMP_1_c	RXN0-7248		AMP	1	c
1.5.1.15-RXN__5-10-METHENYL-THF-GLU-N_1_c	1.5.1.15-RXN		5-10-METHENYL-THF-GLU-N	1	c
1.5.1.15-RXN__NADH_1_c	1.5.1.15-RXN		NADH	1	c
1.5.1.15-RXN_NAD__1_c	1.5.1.15-RXN	NAD		1	c
1.5.1.15-RXN_METHYLENE-THF-GLU-N__1_c	1.5.1.15-RXN	METHYLENE-THF-GLU-N		1	c
RXN-13417__NAD_1_c	RXN-13417		NAD	1	c
RXN-13417_NADH__1_c	RXN-13417	NADH		1	c
RXN-13417__CPD-9973_1_c	RXN-13417		CPD-9973	1	c
RXN-13417_PROTON__1_c	RXN-13417	PROTON		1	c
RXN-13417_N-4-aminobutylidene-eIF5A-lysine__1_c	RXN-13417	N-4-aminobutylidene-eIF5A-lysine		1	c
RXN66-11_NADPH__1_c	RXN66-11	NADPH		1	c
RXN66-11__CPD-8607_1_c	RXN66-11		CPD-8607	1	c
RXN66-11__WATER_1_c	RXN66-11		WATER	1	c
RXN66-11_CPD-8606__1_c	RXN66-11	CPD-8606		1	c
RXN66-11__NADP_1_c	RXN66-11		NADP	1	c
RXN66-11_PROTON__1_c	RXN66-11	PROTON		1	c
RXN66-11_OXYGEN-MOLECULE__1_c	RXN66-11	OXYGEN-MOLECULE		1	c
3.4.24.19-RXN__C-terminal-propeptides-of-procollagen_1_c	3.4.24.19-RXN		C-terminal-propeptides-of-procollagen	1	c
3.4.24.19-RXN__Peptides-holder_1_c	3.4.24.19-RXN		Peptides-holder	1	c
3.4.24.19-RXN_Procollagens__1_c	3.4.24.19-RXN	Procollagens		1	c
3.4.24.19-RXN_WATER__1_c	3.4.24.19-RXN	WATER		1	c
ARG-OXIDATION-RXN_ARG__1_c	ARG-OXIDATION-RXN	ARG		1	c
ARG-OXIDATION-RXN__HYDROGEN-PEROXIDE_1_c	ARG-OXIDATION-RXN		HYDROGEN-PEROXIDE	1	c
ARG-OXIDATION-RXN_OXYGEN-MOLECULE__1_c	ARG-OXIDATION-RXN	OXYGEN-MOLECULE		1	c
ARG-OXIDATION-RXN__CPD-824_1_c	ARG-OXIDATION-RXN		CPD-824	1	c
ARG-OXIDATION-RXN_WATER__1_c	ARG-OXIDATION-RXN	WATER		1	c
ARG-OXIDATION-RXN__AMMONIUM_1_c	ARG-OXIDATION-RXN		AMMONIUM	1	c
RXN-10062_PROTON__1_c	RXN-10062	PROTON		1	c
RXN-10062__NAD_1_c	RXN-10062		NAD	1	c
RXN-10062_NADH__1_c	RXN-10062	NADH		1	c
RXN-10062_Trans-D2-hexacos-2-enoyl-ACPs__1_c	RXN-10062	Trans-D2-hexacos-2-enoyl-ACPs		1	c
RXN-10062__Cerotoyl-ACPs_1_c	RXN-10062		Cerotoyl-ACPs	1	c
RXN-12415_UDP-D-XYLOSE__2_c	RXN-12415	UDP-D-XYLOSE		2	c
RXN-12415__Xyloglucans-Xylose_1_c	RXN-12415		Xyloglucans-Xylose	1	c
RXN-12415__UDP_2_c	RXN-12415		UDP	2	c
RXN-12415__PROTON_2_c	RXN-12415		PROTON	2	c
RXN-12415_GXGG-Xyloglucans__1_c	RXN-12415	GXGG-Xyloglucans		1	c
RXN-16954__CPD-18279_1_c	RXN-16954		CPD-18279	1	c
RXN-16954_NAD__1_c	RXN-16954	NAD		1	c
RXN-16954__PROTON_1_c	RXN-16954		PROTON	1	c
RXN-16954_CPD-18277__1_c	RXN-16954	CPD-18277		1	c
RXN-16954__NADH_1_c	RXN-16954		NADH	1	c
RXN-11819__Alcohols_2_c	RXN-11819		Alcohols	2	c
RXN-11819_Alkyl-Hydro-Peroxides__1_c	RXN-11819	Alkyl-Hydro-Peroxides		1	c
RXN-11819_RH-Group__1_c	RXN-11819	RH-Group		1	c
3.6.4.4-RXN_Kinesin-Microtubules-Complex__1_c	3.6.4.4-RXN	Kinesin-Microtubules-Complex		1	c
3.6.4.4-RXN__Kinesin-Microtubules-Complex_1_c	3.6.4.4-RXN		Kinesin-Microtubules-Complex	1	c
3.6.4.4-RXN_WATER__1_c	3.6.4.4-RXN	WATER		1	c
3.6.4.4-RXN__PROTON_1_c	3.6.4.4-RXN		PROTON	1	c
3.6.4.4-RXN__Pi_1_c	3.6.4.4-RXN		Pi	1	c
3.6.4.4-RXN_ATP__1_c	3.6.4.4-RXN	ATP		1	c
3.6.4.4-RXN__ADP_1_c	3.6.4.4-RXN		ADP	1	c
RXN-1381_GLYCEROL-3P__1_c	RXN-1381	GLYCEROL-3P		1	c
RXN-1381__ACYL-SN-GLYCEROL-3P_1_c	RXN-1381		ACYL-SN-GLYCEROL-3P	1	c
RXN-1381_Long-Chain-Acyl-CoAs__1_c	RXN-1381	Long-Chain-Acyl-CoAs		1	c
RXN-1381__CO-A_1_c	RXN-1381		CO-A	1	c
RXN0-3942__4-AMINO-BUTYRATE_1_c	RXN0-3942		4-AMINO-BUTYRATE	1	c
RXN0-3942_WATER__1_c	RXN0-3942	WATER		1	c
RXN0-3942__GLT_1_c	RXN0-3942		GLT	1	c
RXN0-3942_CPD-9000__1_c	RXN0-3942	CPD-9000		1	c
RXN66-546_PYRROLINE-HYDROXY-CARBOXYLATE__1_c	RXN66-546	PYRROLINE-HYDROXY-CARBOXYLATE		1	c
RXN66-546_PROTON__2_c	RXN66-546	PROTON		2	c
RXN66-546__NAD-P-OR-NOP_1_c	RXN66-546		NAD-P-OR-NOP	1	c
RXN66-546_NADH-P-OR-NOP__1_c	RXN66-546	NADH-P-OR-NOP		1	c
RXN66-546__4-HYDROXY-L-PROLINE_1_c	RXN66-546		4-HYDROXY-L-PROLINE	1	c
RXN1F-162_2-KETOGLUTARATE__1_c	RXN1F-162	2-KETOGLUTARATE		1	c
RXN1F-162__CPD1F-97_1_c	RXN1F-162		CPD1F-97	1	c
RXN1F-162__SUC_1_c	RXN1F-162		SUC	1	c
RXN1F-162__CARBON-DIOXIDE_1_c	RXN1F-162		CARBON-DIOXIDE	1	c
RXN1F-162_OXYGEN-MOLECULE__1_c	RXN1F-162	OXYGEN-MOLECULE		1	c
RXN1F-162_CPD1F-95__1_c	RXN1F-162	CPD1F-95		1	c
RXN-15137__PROTON_1_c	RXN-15137		PROTON	1	c
RXN-15137_CPD-13717__1_c	RXN-15137	CPD-13717		1	c
RXN-15137__SELENOHOMOCYSTEINE_1_c	RXN-15137		SELENOHOMOCYSTEINE	1	c
RXN-15137__2-AMINOACRYLATE_1_c	RXN-15137		2-AMINOACRYLATE	1	c
ACETYL-COA-CARBOXYLTRANSFER-RXN__PROTON_1_c	ACETYL-COA-CARBOXYLTRANSFER-RXN		PROTON	1	c
ACETYL-COA-CARBOXYLTRANSFER-RXN__ADP_1_c	ACETYL-COA-CARBOXYLTRANSFER-RXN		ADP	1	c
ACETYL-COA-CARBOXYLTRANSFER-RXN_HCO3__1_c	ACETYL-COA-CARBOXYLTRANSFER-RXN	HCO3		1	c
ACETYL-COA-CARBOXYLTRANSFER-RXN__Pi_1_c	ACETYL-COA-CARBOXYLTRANSFER-RXN		Pi	1	c
ACETYL-COA-CARBOXYLTRANSFER-RXN_ATP__1_c	ACETYL-COA-CARBOXYLTRANSFER-RXN	ATP		1	c
ACETYL-COA-CARBOXYLTRANSFER-RXN__MALONYL-COA_1_c	ACETYL-COA-CARBOXYLTRANSFER-RXN		MALONYL-COA	1	c
ACETYL-COA-CARBOXYLTRANSFER-RXN_ACETYL-COA__1_c	ACETYL-COA-CARBOXYLTRANSFER-RXN	ACETYL-COA		1	c
6PGLUCONOLACT-RXN_D-6-P-GLUCONO-DELTA-LACTONE__1_c	6PGLUCONOLACT-RXN	D-6-P-GLUCONO-DELTA-LACTONE		1	c
6PGLUCONOLACT-RXN__CPD-2961_1_c	6PGLUCONOLACT-RXN		CPD-2961	1	c
6PGLUCONOLACT-RXN__PROTON_1_c	6PGLUCONOLACT-RXN		PROTON	1	c
6PGLUCONOLACT-RXN_WATER__1_c	6PGLUCONOLACT-RXN	WATER		1	c
RXN0-6523_RNASE-G-DEGRADATION-SUBSTRATE-MRNA__1_c	RXN0-6523	RNASE-G-DEGRADATION-SUBSTRATE-MRNA		1	c
RXN0-6523_WATER__1_c	RXN0-6523	WATER		1	c
RXN0-6523__mRNA-Fragments_2_c	RXN0-6523		mRNA-Fragments	2	c
1.8.1.4-RXN_Dihydro-Lipoyl-Proteins__1_c	1.8.1.4-RXN	Dihydro-Lipoyl-Proteins		1	c
1.8.1.4-RXN_NAD__1_c	1.8.1.4-RXN	NAD		1	c
1.8.1.4-RXN__PROTON_1_c	1.8.1.4-RXN		PROTON	1	c
1.8.1.4-RXN__Lipoyl-Protein-N6-lipoyllysine_1_c	1.8.1.4-RXN		Lipoyl-Protein-N6-lipoyllysine	1	c
1.8.1.4-RXN__NADH_1_c	1.8.1.4-RXN		NADH	1	c
RXN-14261_MALTOSE__1_c	RXN-14261	MALTOSE		1	c
RXN-14261_MALTOPENTAOSE__1_c	RXN-14261	MALTOPENTAOSE		1	c
RXN-14261__Glucopyranose_1_c	RXN-14261		Glucopyranose	1	c
RXN-14261__MALTOHEXAOSE_1_c	RXN-14261		MALTOHEXAOSE	1	c
RXN0-949_Octanoylated-domains__1_c	RXN0-949	Octanoylated-domains		1	c
RXN0-949__CH33ADO_2_c	RXN0-949		CH33ADO	2	c
RXN0-949_S-ADENOSYLMETHIONINE__2_c	RXN0-949	S-ADENOSYLMETHIONINE		2	c
RXN0-949__Unsulfurated-Sulfur-Acceptors_2_c	RXN0-949		Unsulfurated-Sulfur-Acceptors	2	c
RXN0-949__MET_2_c	RXN0-949		MET	2	c
RXN0-949_Reduced-2Fe-2S-Ferredoxins__2_c	RXN0-949	Reduced-2Fe-2S-Ferredoxins		2	c
RXN0-949__Lipoyl-Protein-N6-lipoyllysine_1_c	RXN0-949		Lipoyl-Protein-N6-lipoyllysine	1	c
RXN0-949__Oxidized-2Fe-2S-Ferredoxins_2_c	RXN0-949		Oxidized-2Fe-2S-Ferredoxins	2	c
RXN0-949_Sulfurated-Sulfur-Acceptors__2_c	RXN0-949	Sulfurated-Sulfur-Acceptors		2	c
RXN3O-4113__NAD_1_c	RXN3O-4113		NAD	1	c
RXN3O-4113_PROTON__1_c	RXN3O-4113	PROTON		1	c
RXN3O-4113_HYDRPHENYLAC-CPD__1_c	RXN3O-4113	HYDRPHENYLAC-CPD		1	c
RXN3O-4113_NADH__1_c	RXN3O-4113	NADH		1	c
RXN3O-4113__CPD3O-4151_1_c	RXN3O-4113		CPD3O-4151	1	c
RXN-17878_L-methionyl-L-valyl-Protein__1_c	RXN-17878	L-methionyl-L-valyl-Protein		1	c
RXN-17878__MET_1_c	RXN-17878		MET	1	c
RXN-17878__N-terminal-L-valine_1_c	RXN-17878		N-terminal-L-valine	1	c
RXN-17878_WATER__1_c	RXN-17878	WATER		1	c
RXNQT-4328_CPD-12575__1_c	RXNQT-4328	CPD-12575		1	c
RXNQT-4328__UDP_1_c	RXNQT-4328		UDP	1	c
RXNQT-4328_CPDQT-415__1_c	RXNQT-4328	CPDQT-415		1	c
RXNQT-4328__CPDQT-419_1_c	RXNQT-4328		CPDQT-419	1	c
RXNQT-4328__PROTON_1_c	RXNQT-4328		PROTON	1	c
RXN-10699__ACETYL-COA_1_c	RXN-10699		ACETYL-COA	1	c
RXN-10699_CPD-11520__1_c	RXN-10699	CPD-11520		1	c
RXN-10699_CO-A__1_c	RXN-10699	CO-A		1	c
RXN-10699__CPD-11521_1_c	RXN-10699		CPD-11521	1	c
3.4.22.47-RXN_Peptide-containing-Lysine__1_c	3.4.22.47-RXN	Peptide-containing-Lysine		1	c
3.4.22.47-RXN__Peptide-with-C-terminal-Lysine_1_c	3.4.22.47-RXN		Peptide-with-C-terminal-Lysine	1	c
3.4.22.47-RXN__PROTON_1_c	3.4.22.47-RXN		PROTON	1	c
3.4.22.47-RXN_WATER__1_c	3.4.22.47-RXN	WATER		1	c
3.4.22.47-RXN__Peptides-holder_1_c	3.4.22.47-RXN		Peptides-holder	1	c
2.4.1.143-RXN__PROTON_1_c	2.4.1.143-RXN		PROTON	1	c
2.4.1.143-RXN__2-2-N-linked-Glycan_1_c	2.4.1.143-RXN		2-2-N-linked-Glycan	1	c
2.4.1.143-RXN_UDP-N-ACETYL-D-GLUCOSAMINE__1_c	2.4.1.143-RXN	UDP-N-ACETYL-D-GLUCOSAMINE		1	c
2.4.1.143-RXN_2-N-linked-Glycan__1_c	2.4.1.143-RXN	2-N-linked-Glycan		1	c
2.4.1.143-RXN__UDP_1_c	2.4.1.143-RXN		UDP	1	c
RXN-14492__CARBON-DIOXIDE_1_c	RXN-14492		CARBON-DIOXIDE	1	c
RXN-14492_MALONYL-COA__1_c	RXN-14492	MALONYL-COA		1	c
RXN-14492__CO-A_1_c	RXN-14492		CO-A	1	c
RXN-14492_PROTON__1_c	RXN-14492	PROTON		1	c
RXN-14492_CPD-15364__1_c	RXN-14492	CPD-15364		1	c
RXN-14492__CPD-15368_1_c	RXN-14492		CPD-15368	1	c
ACYLACPSYNTH-RXN_ATP__1_c	ACYLACPSYNTH-RXN	ATP		1	c
ACYLACPSYNTH-RXN__PPI_1_c	ACYLACPSYNTH-RXN		PPI	1	c
ACYLACPSYNTH-RXN__AMP_1_c	ACYLACPSYNTH-RXN		AMP	1	c
ACYLACPSYNTH-RXN_Long-Chain-Fatty-Acids__1_c	ACYLACPSYNTH-RXN	Long-Chain-Fatty-Acids		1	c
ACYLACPSYNTH-RXN__Long-Chain-Acyl-ACPs_1_c	ACYLACPSYNTH-RXN		Long-Chain-Acyl-ACPs	1	c
ACYLACPSYNTH-RXN_ACP__1_c	ACYLACPSYNTH-RXN	ACP		1	c
RXN-16113__WATER_1_c	RXN-16113		WATER	1	c
RXN-16113__CPD-17368_1_c	RXN-16113		CPD-17368	1	c
RXN-16113_CPD-17367__1_c	RXN-16113	CPD-17367		1	c
RXN-13142__CPD0-2474_1_c	RXN-13142		CPD0-2474	1	c
RXN-13142_CPD-14133__1_c	RXN-13142	CPD-14133		1	c
R310-RXN_WATER__1_c	R310-RXN	WATER		1	c
R310-RXN__ACRYLAMIDE_1_c	R310-RXN		ACRYLAMIDE	1	c
R310-RXN_ACRYLONITRILE__1_c	R310-RXN	ACRYLONITRILE		1	c
RXN-9523__CARBON-DIOXIDE_1_c	RXN-9523		CARBON-DIOXIDE	1	c
RXN-9523_PROTON__1_c	RXN-9523	PROTON		1	c
RXN-9523__3-Oxo-octanoyl-ACPs_1_c	RXN-9523		3-Oxo-octanoyl-ACPs	1	c
RXN-9523_Hexanoyl-ACPs__1_c	RXN-9523	Hexanoyl-ACPs		1	c
RXN-9523__ACP_1_c	RXN-9523		ACP	1	c
RXN-9523_MALONYL-ACP__1_c	RXN-9523	MALONYL-ACP		1	c
PROGESTERONE-5-ALPHA-REDUCTASE-RXN_NADPH__1_c	PROGESTERONE-5-ALPHA-REDUCTASE-RXN	NADPH		1	c
PROGESTERONE-5-ALPHA-REDUCTASE-RXN__CPD-293_1_c	PROGESTERONE-5-ALPHA-REDUCTASE-RXN		CPD-293	1	c
PROGESTERONE-5-ALPHA-REDUCTASE-RXN_PROTON__1_c	PROGESTERONE-5-ALPHA-REDUCTASE-RXN	PROTON		1	c
PROGESTERONE-5-ALPHA-REDUCTASE-RXN_PROGESTERONE__1_c	PROGESTERONE-5-ALPHA-REDUCTASE-RXN	PROGESTERONE		1	c
PROGESTERONE-5-ALPHA-REDUCTASE-RXN__NADP_1_c	PROGESTERONE-5-ALPHA-REDUCTASE-RXN		NADP	1	c
RXN-5962_NADPH__1_c	RXN-5962	NADPH		1	c
RXN-5962__WATER_1_c	RXN-5962		WATER	1	c
RXN-5962_OXYGEN-MOLECULE__1_c	RXN-5962	OXYGEN-MOLECULE		1	c
RXN-5962__NADP_1_c	RXN-5962		NADP	1	c
RXN-5962_CPD-5661__1_c	RXN-5962	CPD-5661		1	c
RXN-5962_PROTON__1_c	RXN-5962	PROTON		1	c
RXN-5962__CPD1F-119_1_c	RXN-5962		CPD1F-119	1	c
RXN-16559__PROTON_1_c	RXN-16559		PROTON	1	c
RXN-16559_CPD-17814__1_c	RXN-16559	CPD-17814		1	c
RXN-16559__NADH_1_c	RXN-16559		NADH	1	c
RXN-16559_NAD__1_c	RXN-16559	NAD		1	c
RXN-16559__CPD-17815_1_c	RXN-16559		CPD-17815	1	c
1.6.4.4-RXN_Protein-Dithiols__1_c	1.6.4.4-RXN	Protein-Dithiols		1	c
1.6.4.4-RXN__PROTON_1_c	1.6.4.4-RXN		PROTON	1	c
1.6.4.4-RXN_NAD-P-OR-NOP__1_c	1.6.4.4-RXN	NAD-P-OR-NOP		1	c
1.6.4.4-RXN__NADH-P-OR-NOP_1_c	1.6.4.4-RXN		NADH-P-OR-NOP	1	c
1.6.4.4-RXN__Protein-Disulfides_1_c	1.6.4.4-RXN		Protein-Disulfides	1	c
RXN-7682__NADH_1_c	RXN-7682		NADH	1	c
RXN-7682_NAD__1_c	RXN-7682	NAD		1	c
RXN-7682__XANTHINE_1_c	RXN-7682		XANTHINE	1	c
RXN-7682__PROTON_1_c	RXN-7682		PROTON	1	c
RXN-7682_HYPOXANTHINE__1_c	RXN-7682	HYPOXANTHINE		1	c
RXN-7682_WATER__1_c	RXN-7682	WATER		1	c
HEME-OXYGENASE-DECYCLIZING-RXN__Ox-NADPH-Hemoprotein-Reductases_3_c	HEME-OXYGENASE-DECYCLIZING-RXN		Ox-NADPH-Hemoprotein-Reductases	3	c
HEME-OXYGENASE-DECYCLIZING-RXN_Red-NADPH-Hemoprotein-Reductases__3_c	HEME-OXYGENASE-DECYCLIZING-RXN	Red-NADPH-Hemoprotein-Reductases		3	c
HEME-OXYGENASE-DECYCLIZING-RXN__FE+2_1_c	HEME-OXYGENASE-DECYCLIZING-RXN		FE+2	1	c
HEME-OXYGENASE-DECYCLIZING-RXN__BILIVERDINE_1_c	HEME-OXYGENASE-DECYCLIZING-RXN		BILIVERDINE	1	c
HEME-OXYGENASE-DECYCLIZING-RXN_PROTON__2_c	HEME-OXYGENASE-DECYCLIZING-RXN	PROTON		2	c
HEME-OXYGENASE-DECYCLIZING-RXN_OXYGEN-MOLECULE__3_c	HEME-OXYGENASE-DECYCLIZING-RXN	OXYGEN-MOLECULE		3	c
HEME-OXYGENASE-DECYCLIZING-RXN__CARBON-MONOXIDE_1_c	HEME-OXYGENASE-DECYCLIZING-RXN		CARBON-MONOXIDE	1	c
HEME-OXYGENASE-DECYCLIZING-RXN__WATER_3_c	HEME-OXYGENASE-DECYCLIZING-RXN		WATER	3	c
HEME-OXYGENASE-DECYCLIZING-RXN_PROTOHEME__1_c	HEME-OXYGENASE-DECYCLIZING-RXN	PROTOHEME		1	c
RXN-9025_CPD0-1027__1_c	RXN-9025	CPD0-1027		1	c
RXN-9025__GLC-1-P_1_c	RXN-9025		GLC-1-P	1	c
RXN-9025_Pi__1_c	RXN-9025	Pi		1	c
RXN-12173__Delta-GalA-rhamnogalacturonan_1_c	RXN-12173		Delta-GalA-rhamnogalacturonan	1	c
RXN-12173_Rhamnogalacturonans-I__1_c	RXN-12173	Rhamnogalacturonans-I		1	c
RXN-12173_WATER__1_c	RXN-12173	WATER		1	c
RXN-12173__Rhamnogalacturonan-L-Rhamnose_1_c	RXN-12173		Rhamnogalacturonan-L-Rhamnose	1	c
DIAMINOPIMDECARB-RXN_PROTON__1_c	DIAMINOPIMDECARB-RXN	PROTON		1	c
DIAMINOPIMDECARB-RXN__LYS_1_c	DIAMINOPIMDECARB-RXN		LYS	1	c
DIAMINOPIMDECARB-RXN__CARBON-DIOXIDE_1_c	DIAMINOPIMDECARB-RXN		CARBON-DIOXIDE	1	c
DIAMINOPIMDECARB-RXN_MESO-DIAMINOPIMELATE__1_c	DIAMINOPIMDECARB-RXN	MESO-DIAMINOPIMELATE		1	c
RXN-14981_CPD-14042__1_c	RXN-14981	CPD-14042		1	c
RXN-14981_2-KETOGLUTARATE__1_c	RXN-14981	2-KETOGLUTARATE		1	c
RXN-14981__CARBON-DIOXIDE_1_c	RXN-14981		CARBON-DIOXIDE	1	c
RXN-14981_OXYGEN-MOLECULE__1_c	RXN-14981	OXYGEN-MOLECULE		1	c
RXN-14981__SUC_1_c	RXN-14981		SUC	1	c
RXN-14981__CPD-15886_1_c	RXN-14981		CPD-15886	1	c
RXN-12820__ATP_1_c	RXN-12820		ATP	1	c
RXN-12820__PROTON_2_c	RXN-12820		PROTON	2	c
RXN-12820_WATER__1_c	RXN-12820	WATER		1	c
RXN-12820__AMP_1_c	RXN-12820		AMP	1	c
RXN-12820_ADENOSYL-P4__1_c	RXN-12820	ADENOSYL-P4		1	c
SAICARSYN-RXN_L-ASPARTATE__1_c	SAICARSYN-RXN	L-ASPARTATE		1	c
SAICARSYN-RXN_ATP__1_c	SAICARSYN-RXN	ATP		1	c
SAICARSYN-RXN__ADP_1_c	SAICARSYN-RXN		ADP	1	c
SAICARSYN-RXN__P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE_1_c	SAICARSYN-RXN		P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE	1	c
SAICARSYN-RXN__PROTON_1_c	SAICARSYN-RXN		PROTON	1	c
SAICARSYN-RXN__Pi_1_c	SAICARSYN-RXN		Pi	1	c
SAICARSYN-RXN_PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE__1_c	SAICARSYN-RXN	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE		1	c
RXN-11573_S-ADENOSYLMETHIONINE__1_c	RXN-11573	S-ADENOSYLMETHIONINE		1	c
RXN-11573__PROTON_1_c	RXN-11573		PROTON	1	c
RXN-11573_23S-rRNA-guanine-745__1_c	RXN-11573	23S-rRNA-guanine-745		1	c
RXN-11573__23S-rRNA-N1-methylguanine745_1_c	RXN-11573		23S-rRNA-N1-methylguanine745	1	c
RXN-11573__ADENOSYL-HOMO-CYS_1_c	RXN-11573		ADENOSYL-HOMO-CYS	1	c
RXN66-472__2-Me-Branched-234-Sat-FA_1_c	RXN66-472		2-Me-Branched-234-Sat-FA	1	c
RXN66-472__PROTON_2_c	RXN66-472		PROTON	2	c
RXN66-472_WATER__1_c	RXN66-472	WATER		1	c
RXN66-472_NAD__1_c	RXN66-472	NAD		1	c
RXN66-472__NADH_1_c	RXN66-472		NADH	1	c
RXN66-472_2-Me-Branched-234-Sat-FALD__1_c	RXN66-472	2-Me-Branched-234-Sat-FALD		1	c
