xref	METACYC	UM-BBD-CPD	METABOLIGHTS	UNIPROT	NCI	LIGAND-MAP	DRUGBANK	SGD-PATHWAY	HMDB	ARACYC	ECOCYC	UM-BBD-PWY	CAS	PLANTCYC	KNAPSACK	BIGG	LIGAND-RXN	CHEMSPIDER	Wikipedia	PLASMOCYC	RHEA	LIGAND-CPD	REACTOME	PIR	CHEBI	PUBCHEM	HUMANCYC	KEGG-GLYCAN	LIPID_MAPS
3.2.1.8-RXN_xrefs				P40943																									
3.2.1.8-RXN_xrefs				P54865																									
3.2.1.8-RXN_xrefs				Q00177																									
3.2.1.8-RXN_xrefs				P79046																									
3.2.1.8-RXN_xrefs				O83007																									
3.2.1.8-RXN_xrefs				Q9UUQ2																									
3.2.1.8-RXN_xrefs				Q9HFA4																									
3.2.1.8-RXN_xrefs				Q9F1V3																									
3.2.1.8-RXN_xrefs				Q9AJR9																									
3.2.1.8-RXN_xrefs				P29417																									
3.2.1.8-RXN_xrefs				P26514																									
3.2.1.8-RXN_xrefs				P26220																									
3.2.1.8-RXN_xrefs				Q9R5P8																									
3.2.1.8-RXN_xrefs				Q9R5P9																									
3.2.1.8-RXN_xrefs				P09850																									
3.2.1.8-RXN_xrefs				P14768																									
3.2.1.8-RXN_xrefs				P45796																									
3.2.1.8-RXN_xrefs				P29126																									
3.2.1.8-RXN_xrefs				P29127																									
3.2.1.8-RXN_xrefs				Q02244																									
3.2.1.8-RXN_xrefs				P40944																									
3.2.1.8-RXN_xrefs				P55334																									
3.2.1.8-RXN_xrefs				Q56013																									
3.2.1.8-RXN_xrefs				Q59256																									
3.2.1.8-RXN_xrefs				P55328																									
3.2.1.8-RXN_xrefs				Q01426																									
3.2.1.8-RXN_xrefs				P55331																									
3.2.1.8-RXN_xrefs				Q59257																									
3.2.1.8-RXN_xrefs				P51584																									
3.2.1.8-RXN_xrefs				P49942																									
3.2.1.8-RXN_xrefs				P55333																									
3.2.1.8-RXN_xrefs				P55332																									
3.2.1.8-RXN_xrefs				Q59790																									
3.2.1.8-RXN_xrefs				Q59300																									
3.2.1.8-RXN_xrefs				Q59301																									
3.2.1.8-RXN_xrefs				Q59674																									
3.2.1.8-RXN_xrefs				Q59675																									
3.2.1.8-RXN_xrefs				Q60037																									
3.2.1.8-RXN_xrefs				Q12579																									
3.2.1.8-RXN_xrefs				Q12580																									
3.2.1.8-RXN_xrefs				Q60046																									
3.2.1.8-RXN_xrefs				P93185																									
3.2.1.8-RXN_xrefs				P93186																									
3.2.1.8-RXN_xrefs				P93187																									
3.2.1.8-RXN_xrefs				Q12603																									
3.2.1.8-RXN_xrefs				O69230																									
3.2.1.8-RXN_xrefs				O30426																									
3.2.1.8-RXN_xrefs				O52373																									
3.2.1.8-RXN_xrefs				Q59278																									
3.2.1.8-RXN_xrefs				Q9RKN6																									
3.2.1.8-RXN_xrefs				P00694																									
TMP_xrefs			MTBLC63528						HMDB01227				365-07-1			dtmp		10239189				C00364			63528	16755631			
RXN0-882_xrefs																	R08689												
THIAMINASE-RXN_xrefs																	R02133				17509								
5-HYDROXYINDOLE_ACETATE_xrefs									HMDB00763				54-16-0					3001356				C05635			62622	3772821			
1-ETHYLADENINE_xrefs																		6							202004	7			
PWY-6153_xrefs											PWY-6153																		
2.4.1.121-RXN_xrefs				Q41819													R03094				14921								
RXN-11211_xrefs																	R03055												
RXN0-6427_xrefs																					33055								
RXN-14026_xrefs																	R00511				29368								
2-AMINOACRYLATE_xrefs									HMDB03609									10759332				C02218			58020	22022579			
CPD-14406_xrefs																									76412	72193767			
RXN-2043_xrefs				O64949																									
RXN-2043_xrefs				O64402																									
RXN-2043_xrefs				O59943																									
RXN-2043_xrefs				P22503																									
RXN-2043_xrefs				O50014																									
RXN-2043_xrefs				O50013																									
RXN-2043_xrefs				O50012																									
RXN-2043_xrefs				O50011																									
RXN-2043_xrefs				O64401																									
RXN-2043_xrefs				O23954																									
RXN-2043_xrefs				O22298																									
RXN-2043_xrefs				O22297																									
RXN-2043_xrefs				O04890																									
RXN-2043_xrefs				Q39848																									
RXN-2043_xrefs				Q39847																									
RXN-2043_xrefs				O04972																									
RXN-2043_xrefs				Q41012																									
RXN-2043_xrefs				Q39826																									
RXN-2043_xrefs				Q42872																									
RXN-2043_xrefs				Q42871																									
RXN-2043_xrefs				Q9SVJ2																									
RXN-2043_xrefs				Q9SVJ3																									
RXN-2043_xrefs				Q9SVJ4																									
RXN-2043_xrefs				Q9SUS0																									
RXN-2043_xrefs				Q9SZ90																									
RXN-2043_xrefs				O64890																									
RXN-2043_xrefs				O64889																									
RXN-2043_xrefs				O82513																									
RXN-2043_xrefs				O80497																									
RXN-2043_xrefs				O64891																									
RXN-2043_xrefs				O81416																									
RXN-2043_xrefs				O48766																									
RXN-2043_xrefs				Q55365																									
RXN-2043_xrefs				Q38890																									
RXN-2043_xrefs				Q12665																									
RXN-2043_xrefs				Q43751																									
RXN-2043_xrefs				Q9SML6																									
RXN-2043_xrefs				Q43750																									
RXN-2043_xrefs				Q38817																									
RXN-2043_xrefs				P43317																									
RXN-2043_xrefs				Q42875																									
RXN-2043_xrefs				Q42660																									
RXN-2043_xrefs				Q59665																									
RXN-2043_xrefs				Q59395																									
RXN-2043_xrefs				Q43149																									
RXN-2043_xrefs				Q12624																									
RXN-2043_xrefs				P38534																									
RXN-2043_xrefs				P23666																									
RXN-2043_xrefs				P19424																									
RXN-2043_xrefs				P07982																									
RXN-2043_xrefs				Q05156																									
RXN-2043_xrefs				Q7M0M9																									
RXN-2043_xrefs				Q9R5L7																									
RXN-2043_xrefs				Q53302																									
RXN-2043_xrefs				P26224																									
RXN-2043_xrefs				P21834																									
RXN-2043_xrefs				P21833																									
RXN-2043_xrefs				P22669																									
RXN-2043_xrefs				P05522																									
RXN-2043_xrefs				P07103																									
RXN-2043_xrefs				P10474																									
RXN-2043_xrefs				Q46002																									
RXN-2043_xrefs				P16630																									
RXN-2043_xrefs				Q59241																									
RXN-2043_xrefs				P13933																									
RXN-2043_xrefs				P07985																									
RXN-2043_xrefs				P19570																									
RXN-2043_xrefs				P20847																									
RXN-2043_xrefs				P23549																									
RXN-2043_xrefs				P23550																									
RXN-2043_xrefs				P19487																									
RXN-2043_xrefs				P16218																									
RXN-2043_xrefs				P23340																									
RXN-2043_xrefs				Q01409																									
RXN-2043_xrefs				O67401																									
RXN-2043_xrefs				Q7M4T4																									
RXN-2043_xrefs				P28622																									
RXN-2043_xrefs				P94622																									
RXN-2043_xrefs				Q45554																									
RXN-2043_xrefs				Q59963																									
RXN-2043_xrefs				P54937																									
RXN-2043_xrefs				Q03882																									
RXN-2043_xrefs				P10475																									
RXN-2043_xrefs				P10477																									
RXN-2043_xrefs				P04954																									
RXN-2043_xrefs				P04956																									
RXN-2043_xrefs				P04955																									
RXN-2043_xrefs				Q01786																									
RXN-2043_xrefs				P26221																									
RXN-2043_xrefs				P29719																									
RXN-2043_xrefs				P06565																									
RXN-2043_xrefs				Q59290																									
RXN-2043_xrefs				Q12714																									
RXN-2043_xrefs				P17877																									
RXN-2043_xrefs				P29019																									
RXN-2043_xrefs				P16216																									
RXN-2043_xrefs				P17974																									
RXN-2043_xrefs				P26222																									
RXN-2043_xrefs				Q53324																									
RXN-2043_xrefs				Q05332																									
RXN-2043_xrefs				P23548																									
RXN-2043_xrefs				P06564																									
RXN-2043_xrefs				Q45532																									
RXN-2043_xrefs				P07983																									
RXN-2043_xrefs				P07981																									
RXN-2043_xrefs				P06566																									
RXN-2043_xrefs				P07984																									
ACSERLY-RXN_xrefs				P31300													R00897				14829								
ACSERLY-RXN_xrefs				Q43153																									
ACSERLY-RXN_xrefs				O67507																									
ACSERLY-RXN_xrefs				P47998																									
ACSERLY-RXN_xrefs				Q9V1Q3																									
ACSERLY-RXN_xrefs				Q9RW80																									
ACSERLY-RXN_xrefs				P56067																									
ACSERLY-RXN_xrefs				P63873																									
ACSERLY-RXN_xrefs				Q9CI26																									
ACSERLY-RXN_xrefs				Q9ZMW6																									
ACSERLY-RXN_xrefs				P45040																									
ACSERLY-RXN_xrefs				Q9WZD3																									
ACSERLY-RXN_xrefs				Q9CHF0																									
ACSERLY-RXN_xrefs				P0A534																									
ACSERLY-RXN_xrefs				P71128																									
ACSERLY-RXN_xrefs				O05393																									
ACSERLY-RXN_xrefs				O34476																									
ACSERLY-RXN_xrefs				Q9JQL6																									
ACSERLY-RXN_xrefs				P38076																									
ACSERLY-RXN_xrefs				Q7M1J2																									
ACSERLY-RXN_xrefs				P29848																									
ACSERLY-RXN_xrefs				P32260																									
ACSERLY-RXN_xrefs				Q00834																									
ACSERLY-RXN_xrefs				Q43317																									
ACSERLY-RXN_xrefs				P47999																									
ACSERLY-RXN_xrefs				Q43726																									
ACSERLY-RXN_xrefs				P80608																									
ACSERLY-RXN_xrefs				Q59447																									
ACSERLY-RXN_xrefs				P53206																									
ACSERLY-RXN_xrefs				P37887																									
ACSERLY-RXN_xrefs				Q59529																									
ACSERLY-RXN_xrefs				P0A1E3																									
ACSERLY-RXN_xrefs				P0ABK5																									
ACSERLY-RXN_xrefs				P16703																									
ACSERLY-RXN_xrefs				O81154																									
ACSERLY-RXN_xrefs				O81155																									
ACSERLY-RXN_xrefs				O81523																									
ACSERLY-RXN_xrefs				Q93244																									
ACSERLY-RXN_xrefs				O45679																									
ACSERLY-RXN_xrefs				Q9S2H1																									
ACSERLY-RXN_xrefs				P87131																									
ACSERLY-RXN_xrefs				Q9XDU7																									
ACSERLY-RXN_xrefs				Q9UWP0																									
ACSERLY-RXN_xrefs				O32978																									
ACSERLY-RXN_xrefs				Q9RAS8																									
ACSERLY-RXN_xrefs				Q9S757																									
ACSERLY-RXN_xrefs				Q9S6Z7																									
ACSERLY-RXN_xrefs				Q43725																									
ACSERLY-RXN_xrefs				Q9SMY4																									
RXN-13724_xrefs																					22233								
RXN-9697_xrefs																	R00737				24909								
ALDHDEHYDROG-RXN_xrefs				P08157													R00538				16185								
ALDHDEHYDROG-RXN_xrefs				P13601													R00632												
ALDHDEHYDROG-RXN_xrefs				P30839																									
ALDHDEHYDROG-RXN_xrefs				P46368																									
ALDHDEHYDROG-RXN_xrefs				P33744																									
ALDHDEHYDROG-RXN_xrefs				P47895																									
ALDHDEHYDROG-RXN_xrefs				P12693																									
ALDHDEHYDROG-RXN_xrefs				P00352																									
ALDHDEHYDROG-RXN_xrefs				P05091																									
ALDHDEHYDROG-RXN_xrefs				P96824																									
ALDHDEHYDROG-RXN_xrefs				P63937																									
ALDHDEHYDROG-RXN_xrefs				P23883																									
ALDHDEHYDROG-RXN_xrefs				P43353																									
ALDHDEHYDROG-RXN_xrefs				P47738																									
ALDHDEHYDROG-RXN_xrefs				Q27640																									
ALDHDEHYDROG-RXN_xrefs				P51647																									
ALDHDEHYDROG-RXN_xrefs				P24549																									
ALDHDEHYDROG-RXN_xrefs				P12762																									
ALDHDEHYDROG-RXN_xrefs				P15437																									
ALDHDEHYDROG-RXN_xrefs				P11884																									
ALDHDEHYDROG-RXN_xrefs				P20000																									
ALDHDEHYDROG-RXN_xrefs				P27463																									
ALDHDEHYDROG-RXN_xrefs				P51977																									
ALDHDEHYDROG-RXN_xrefs				P33008																									
ALDHDEHYDROG-RXN_xrefs				P32872																									
ALDHDEHYDROG-RXN_xrefs				P49189																									
ALDHDEHYDROG-RXN_xrefs				P39616																									
ALDHDEHYDROG-RXN_xrefs				P42041																									
ALDHDEHYDROG-RXN_xrefs				P40108																									
ALDHDEHYDROG-RXN_xrefs				Q25417																									
ALDHDEHYDROG-RXN_xrefs				P45959																									
ALDHDEHYDROG-RXN_xrefs				P37685																									
ALDHDEHYDROG-RXN_xrefs				P40047																									
ALDHDEHYDROG-RXN_xrefs				Q7M0F9																									
ALDHDEHYDROG-RXN_xrefs				P54114																									
ALDHDEHYDROG-RXN_xrefs				P54115																									
ALDHDEHYDROG-RXN_xrefs				P46367																									
ALDHDEHYDROG-RXN_xrefs				Q62148																									
ALDHDEHYDROG-RXN_xrefs				Q55811																									
ALDHDEHYDROG-RXN_xrefs				P93344																									
ALDHDEHYDROG-RXN_xrefs				O68123																									
ALDHDEHYDROG-RXN_xrefs				Q9SU63																									
ALDHDEHYDROG-RXN_xrefs				P23240																									
ALDHDEHYDROG-RXN_xrefs				O85973																									
34-DIHYDROXYPHENYLACETALDEHYDE_xrefs			MTBLC27978						HMDB03791							34dhpac		106504				C04043			27978	119219			
PWY-5136_xrefs	PWY-5136									PWY-5136																			
N-6-AMINOHEXANOYL-6-AMINOHEXANOATE_xrefs																						C01255			58798	5245705			
VALDEG-PWY_xrefs										VALDEG-PWY																			
PWY-7242_xrefs											PWY-7242																		
CPD-16542_xrefs																						C12643			31442	102515475			
RXN-9246_xrefs																					24694								
CPD-17621_xrefs																									84207	86583440			
DIHYDLIPACETRANS-RXN_xrefs																					33151								
CPD-9041_xrefs																						C11540			60061	91820287			
CPD-7272_xrefs									HMDB11622													C15566			49109	25246178			
DCTP_xrefs									HMDB00998				2056-98-6			dctp						C00458			61481	25244665			
PSEUDOTROPINE_xrefs					43871		DB04026						135-97-7									C02066			57493				
CPD-8120_xrefs									HMDB02925									20117973	Dihomo-gamma-linolenic_acid			C03242			71589	21158448			
RXN66-281_xrefs																	R02872												
CPD-14604_xrefs																										90657160			
PWY-63_xrefs										PWY-63																			
UREIDOGLYCOLATE-HYDROLASE-RXN_xrefs				P32459													R00469				19809								
ETHYL-PWY_xrefs										ETHYL-PWY																			
FARNESYL-PP_xrefs			MTBLC175763						HMDB00961				13058-04-3		C00007268	frdp		11633047				C00448			175763	15983959			
CPD-18276_xrefs																										11521085			
RXN-8991_xrefs																	R04001				10676								
POLYNUCLEOTIDE-5-PHOSPHATASE-RXN_xrefs																	R02249												
BUTYRATE--COA-LIGASE-RXN_xrefs																	R00389				24336								
CHALCONE-ISOMERASE-RXN_xrefs				P11650													R07344												
CHALCONE-ISOMERASE-RXN_xrefs				P11651																									
CHALCONE-ISOMERASE-RXN_xrefs				P41088																									
CHALCONE-ISOMERASE-RXN_xrefs				P14298																									
CHALCONE-ISOMERASE-RXN_xrefs				Q42925																									
CHALCONE-ISOMERASE-RXN_xrefs				Q42926																									
