entity_xref	has_metadata@xref	concerns@reaction	concerns@pathway	concerns@compound
CPD-10333_xrefs___CPD-10333	CPD-10333_xrefs			CPD-10333
L-CITRULLINE_xrefs___L-CITRULLINE	L-CITRULLINE_xrefs			L-CITRULLINE
7-8-DIHYDROPTEROATE_xrefs___7-8-DIHYDROPTEROATE	7-8-DIHYDROPTEROATE_xrefs			7-8-DIHYDROPTEROATE
NADPH_xrefs___NADPH	NADPH_xrefs			NADPH
CPD-4205_xrefs___CPD-4205	CPD-4205_xrefs			CPD-4205
L-CYSTATHIONINE_xrefs___L-CYSTATHIONINE	L-CYSTATHIONINE_xrefs			L-CYSTATHIONINE
CPD0-2189_xrefs___CPD0-2189	CPD0-2189_xrefs			CPD0-2189
ADENOSYLCOBALAMIN-5-P_xrefs___ADENOSYLCOBALAMIN-5-P	ADENOSYLCOBALAMIN-5-P_xrefs			ADENOSYLCOBALAMIN-5-P
CYTOSINE_xrefs___CYTOSINE	CYTOSINE_xrefs			CYTOSINE
FORMAMIDE_xrefs___FORMAMIDE	FORMAMIDE_xrefs			FORMAMIDE
CPD-10353_xrefs___CPD-10353	CPD-10353_xrefs			CPD-10353
7-AMINOMETHYL-7-DEAZAGUANINE_xrefs___7-AMINOMETHYL-7-DEAZAGUANINE	7-AMINOMETHYL-7-DEAZAGUANINE_xrefs			7-AMINOMETHYL-7-DEAZAGUANINE
CPD-15172_xrefs___CPD-15172	CPD-15172_xrefs			CPD-15172
CPD-5847_xrefs___CPD-5847	CPD-5847_xrefs			CPD-5847
3-ENOLPYRUVYL-SHIKIMATE-5P_xrefs___3-ENOLPYRUVYL-SHIKIMATE-5P	3-ENOLPYRUVYL-SHIKIMATE-5P_xrefs			3-ENOLPYRUVYL-SHIKIMATE-5P
PROPIONYL-COA_xrefs___PROPIONYL-COA	PROPIONYL-COA_xrefs			PROPIONYL-COA
CPD-17464_xrefs___CPD-17464	CPD-17464_xrefs			CPD-17464
CPD-90_xrefs___CPD-90	CPD-90_xrefs			CPD-90
3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE_xrefs___3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE	3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE_xrefs			3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE
CPD-9000_xrefs___CPD-9000	CPD-9000_xrefs			CPD-9000
CPD-14268_xrefs___CPD-14268	CPD-14268_xrefs			CPD-14268
3-OH-BENZALDEHYDE_xrefs___3-OH-BENZALDEHYDE	3-OH-BENZALDEHYDE_xrefs			3-OH-BENZALDEHYDE
CPD-16854_xrefs___CPD-16854	CPD-16854_xrefs			CPD-16854
CPD-17494_xrefs___CPD-17494	CPD-17494_xrefs			CPD-17494
CPD-5881_xrefs___CPD-5881	CPD-5881_xrefs			CPD-5881
3-OH-BENZYL-ALCOHOL_xrefs___3-OH-BENZYL-ALCOHOL	3-OH-BENZYL-ALCOHOL_xrefs			3-OH-BENZYL-ALCOHOL
CPD-1086_xrefs___CPD-1086	CPD-1086_xrefs			CPD-1086
CPD-366_xrefs___CPD-366	CPD-366_xrefs			CPD-366
N-ALPHA-ACETYLORNITHINE_xrefs___N-ALPHA-ACETYLORNITHINE	N-ALPHA-ACETYLORNITHINE_xrefs			N-ALPHA-ACETYLORNITHINE
CPD-7880_xrefs___CPD-7880	CPD-7880_xrefs			CPD-7880
CPD-14269_xrefs___CPD-14269	CPD-14269_xrefs			CPD-14269
CPD-9007_xrefs___CPD-9007	CPD-9007_xrefs			CPD-9007
CPD-17496_xrefs___CPD-17496	CPD-17496_xrefs			CPD-17496
R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE_xrefs___R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE_xrefs			R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE
CPD-15189_xrefs___CPD-15189	CPD-15189_xrefs			CPD-15189
SUCROSE_xrefs___SUCROSE	SUCROSE_xrefs			SUCROSE
CPD-16908_xrefs___CPD-16908	CPD-16908_xrefs			CPD-16908
CPD-590_xrefs___CPD-590	CPD-590_xrefs			CPD-590
3-HEXAPRENYL-4-HYDROXYBENZOATE_xrefs___3-HEXAPRENYL-4-HYDROXYBENZOATE	3-HEXAPRENYL-4-HYDROXYBENZOATE_xrefs			3-HEXAPRENYL-4-HYDROXYBENZOATE
CPD-14270_xrefs___CPD-14270	CPD-14270_xrefs			CPD-14270
CARBON-MONOXIDE_xrefs___CARBON-MONOXIDE	CARBON-MONOXIDE_xrefs			CARBON-MONOXIDE
CPD-1087_xrefs___CPD-1087	CPD-1087_xrefs			CPD-1087
R-VICIANIN_xrefs___R-VICIANIN	R-VICIANIN_xrefs			R-VICIANIN
CPD-16924_xrefs___CPD-16924	CPD-16924_xrefs			CPD-16924
44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET_xrefs___44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET	44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET_xrefs			44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET
CPD-369_xrefs___CPD-369	CPD-369_xrefs			CPD-369
LACTALD_xrefs___LACTALD	LACTALD_xrefs			LACTALD
CPD-14271_xrefs___CPD-14271	CPD-14271_xrefs			CPD-14271
CPD-9038_xrefs___CPD-9038	CPD-9038_xrefs			CPD-9038
CPD-7975_xrefs___CPD-7975	CPD-7975_xrefs			CPD-7975
3-HEXAPRENYL-45-DIHYDROXYBENZOATE_xrefs___3-HEXAPRENYL-45-DIHYDROXYBENZOATE	3-HEXAPRENYL-45-DIHYDROXYBENZOATE_xrefs			3-HEXAPRENYL-45-DIHYDROXYBENZOATE
CPD-17614_xrefs___CPD-17614	CPD-17614_xrefs			CPD-17614
CPD-16953_xrefs___CPD-16953	CPD-16953_xrefs			CPD-16953
CL-_xrefs___CL-	CL-_xrefs			CL-
CPD-152_xrefs___CPD-152	CPD-152_xrefs			CPD-152
SUCROSE-6P_xrefs___SUCROSE-6P	SUCROSE-6P_xrefs			SUCROSE-6P
CPD-14273_xrefs___CPD-14273	CPD-14273_xrefs			CPD-14273
CPD-591_xrefs___CPD-591	CPD-591_xrefs			CPD-591
CPD-17621_xrefs___CPD-17621	CPD-17621_xrefs			CPD-17621
CPD-7993_xrefs___CPD-7993	CPD-7993_xrefs			CPD-7993
CPD-15244_xrefs___CPD-15244	CPD-15244_xrefs			CPD-15244
CPD-16954_xrefs___CPD-16954	CPD-16954_xrefs			CPD-16954
CPD-3705_xrefs___CPD-3705	CPD-3705_xrefs			CPD-3705
O-PHOSPHO-L-HOMOSERINE_xrefs___O-PHOSPHO-L-HOMOSERINE	O-PHOSPHO-L-HOMOSERINE_xrefs			O-PHOSPHO-L-HOMOSERINE
CPD-1091_xrefs___CPD-1091	CPD-1091_xrefs			CPD-1091
CPD-170_xrefs___CPD-170	CPD-170_xrefs			CPD-170
3-HYDROHYDROXYPHOSPHORYLPYRUVATE_xrefs___3-HYDROHYDROXYPHOSPHORYLPYRUVATE	3-HYDROHYDROXYPHOSPHORYLPYRUVATE_xrefs			3-HYDROHYDROXYPHOSPHORYLPYRUVATE
MYRICETIN_xrefs___MYRICETIN	MYRICETIN_xrefs			MYRICETIN
CPD-3707_xrefs___CPD-3707	CPD-3707_xrefs			CPD-3707
CPD-9039_xrefs___CPD-9039	CPD-9039_xrefs			CPD-9039
CPD-17045_xrefs___CPD-17045	CPD-17045_xrefs			CPD-17045
44-DIMETHYL-824-CHOLESTADIENOL_xrefs___44-DIMETHYL-824-CHOLESTADIENOL	44-DIMETHYL-824-CHOLESTADIENOL_xrefs			44-DIMETHYL-824-CHOLESTADIENOL
ASCORBATE_xrefs___ASCORBATE	ASCORBATE_xrefs			ASCORBATE
CPD-14274_xrefs___CPD-14274	CPD-14274_xrefs			CPD-14274
CPD-17624_xrefs___CPD-17624	CPD-17624_xrefs			CPD-17624
CPD-15253_xrefs___CPD-15253	CPD-15253_xrefs			CPD-15253
SARCOSINE_xrefs___SARCOSINE	SARCOSINE_xrefs			SARCOSINE
3-HYDROXY-3-METHYL-GLUTARYL-COA_xrefs___3-HYDROXY-3-METHYL-GLUTARYL-COA	3-HYDROXY-3-METHYL-GLUTARYL-COA_xrefs			3-HYDROXY-3-METHYL-GLUTARYL-COA
CPD-592_xrefs___CPD-592	CPD-592_xrefs			CPD-592
CPD-17046_xrefs___CPD-17046	CPD-17046_xrefs			CPD-17046
PROSTAGLANDIN-H2_xrefs___PROSTAGLANDIN-H2	PROSTAGLANDIN-H2_xrefs			PROSTAGLANDIN-H2
CPD-9040_xrefs___CPD-9040	CPD-9040_xrefs			CPD-9040
44-DIMETHYL-CHOLESTA-812-24-TRIENOL_xrefs___44-DIMETHYL-CHOLESTA-812-24-TRIENOL	44-DIMETHYL-CHOLESTA-812-24-TRIENOL_xrefs			44-DIMETHYL-CHOLESTA-812-24-TRIENOL
CPD-14275_xrefs___CPD-14275	CPD-14275_xrefs			CPD-14275
CPD-3709_xrefs___CPD-3709	CPD-3709_xrefs			CPD-3709
CPD-15254_xrefs___CPD-15254	CPD-15254_xrefs			CPD-15254
CARBONYL-SULFIDE_xrefs___CARBONYL-SULFIDE	CARBONYL-SULFIDE_xrefs			CARBONYL-SULFIDE
CPD-17049_xrefs___CPD-17049	CPD-17049_xrefs			CPD-17049
CPD-597_xrefs___CPD-597	CPD-597_xrefs			CPD-597
CPD-9041_xrefs___CPD-9041	CPD-9041_xrefs			CPD-9041
HOMOGENTISATE_xrefs___HOMOGENTISATE	HOMOGENTISATE_xrefs			HOMOGENTISATE
CPD-14276_xrefs___CPD-14276	CPD-14276_xrefs			CPD-14276
CPD-17050_xrefs___CPD-17050	CPD-17050_xrefs			CPD-17050
O-SINAPOYLCHOLINE_xrefs___O-SINAPOYLCHOLINE	O-SINAPOYLCHOLINE_xrefs			O-SINAPOYLCHOLINE
TRANS-23-DEHYDROADIPYL-COA_xrefs___TRANS-23-DEHYDROADIPYL-COA	TRANS-23-DEHYDROADIPYL-COA_xrefs			TRANS-23-DEHYDROADIPYL-COA
CMP_xrefs___CMP	CMP_xrefs			CMP
CPD-8609_xrefs___CPD-8609	CPD-8609_xrefs			CPD-8609
CPD-676_xrefs___CPD-676	CPD-676_xrefs			CPD-676
CPD-18352_xrefs___CPD-18352	CPD-18352_xrefs			CPD-18352
PHE_xrefs___PHE	PHE_xrefs			PHE
CPD-9870_xrefs___CPD-9870	CPD-9870_xrefs			CPD-9870
CPD-15668_xrefs___CPD-15668	CPD-15668_xrefs			CPD-15668
PSEUDOTROPINE_xrefs___PSEUDOTROPINE	PSEUDOTROPINE_xrefs			PSEUDOTROPINE
CPD-13612_xrefs___CPD-13612	CPD-13612_xrefs			CPD-13612
CMP-KDO_xrefs___CMP-KDO	CMP-KDO_xrefs			CMP-KDO
CPD1G-0_xrefs___CPD1G-0	CPD1G-0_xrefs			CPD1G-0
CPD-8610_xrefs___CPD-8610	CPD-8610_xrefs			CPD-8610
CPD-18353_xrefs___CPD-18353	CPD-18353_xrefs			CPD-18353
INDOLE_ACETATE_AUXIN_xrefs___INDOLE_ACETATE_AUXIN	INDOLE_ACETATE_AUXIN_xrefs			INDOLE_ACETATE_AUXIN
CPD-11540_xrefs___CPD-11540	CPD-11540_xrefs			CPD-11540
CPD-15675_xrefs___CPD-15675	CPD-15675_xrefs			CPD-15675
CPD-9871_xrefs___CPD-9871	CPD-9871_xrefs			CPD-9871
TRANS-3-METHYL-GLUTACONYL-COA_xrefs___TRANS-3-METHYL-GLUTACONYL-COA	TRANS-3-METHYL-GLUTACONYL-COA_xrefs			TRANS-3-METHYL-GLUTACONYL-COA
2-HYDROXYPHYTANOYL-COA_xrefs___2-HYDROXYPHYTANOYL-COA	2-HYDROXYPHYTANOYL-COA_xrefs			2-HYDROXYPHYTANOYL-COA
PSEUDOURIDINE-5-P_xrefs___PSEUDOURIDINE-5-P	PSEUDOURIDINE-5-P_xrefs			PSEUDOURIDINE-5-P
CPD-8611_xrefs___CPD-8611	CPD-8611_xrefs			CPD-8611
INDOLE_PYRUVATE_xrefs___INDOLE_PYRUVATE	INDOLE_PYRUVATE_xrefs			INDOLE_PYRUVATE
CPD-678_xrefs___CPD-678	CPD-678_xrefs			CPD-678
CPD-13613_xrefs___CPD-13613	CPD-13613_xrefs			CPD-13613
CPD-1836_xrefs___CPD-1836	CPD-1836_xrefs			CPD-1836
CPD-11602_xrefs___CPD-11602	CPD-11602_xrefs			CPD-11602
CPD-15676_xrefs___CPD-15676	CPD-15676_xrefs			CPD-15676
ACETYLSERINE_xrefs___ACETYLSERINE	ACETYLSERINE_xrefs			ACETYLSERINE
CPD-9872_xrefs___CPD-9872	CPD-9872_xrefs			CPD-9872
CPD-18379_xrefs___CPD-18379	CPD-18379_xrefs			CPD-18379
CPD1G-1344_xrefs___CPD1G-1344	CPD1G-1344_xrefs			CPD1G-1344
CPD-8612_xrefs___CPD-8612	CPD-8612_xrefs			CPD-8612
APIGENIN_xrefs___APIGENIN	APIGENIN_xrefs			APIGENIN
CPD-11606_xrefs___CPD-11606	CPD-11606_xrefs			CPD-11606
CPD-15677_xrefs___CPD-15677	CPD-15677_xrefs			CPD-15677
CPD-13636_xrefs___CPD-13636	CPD-13636_xrefs			CPD-13636
CPD-12621_xrefs___CPD-12621	CPD-12621_xrefs			CPD-12621
4812-TRIMETHYLTRIDECANOYL-COA_xrefs___4812-TRIMETHYLTRIDECANOYL-COA	4812-TRIMETHYLTRIDECANOYL-COA_xrefs			4812-TRIMETHYLTRIDECANOYL-COA
CPD-8613_xrefs___CPD-8613	CPD-8613_xrefs			CPD-8613
CPD-9873_xrefs___CPD-9873	CPD-9873_xrefs			CPD-9873
CPD-12628_xrefs___CPD-12628	CPD-12628_xrefs			CPD-12628
GALACTITOL_xrefs___GALACTITOL	GALACTITOL_xrefs			GALACTITOL
CPD1G-1345_xrefs___CPD1G-1345	CPD1G-1345_xrefs			CPD1G-1345
MALTOHEXAOSE_xrefs___MALTOHEXAOSE	MALTOHEXAOSE_xrefs			MALTOHEXAOSE
CPD-15678_xrefs___CPD-15678	CPD-15678_xrefs			CPD-15678
GALACTITOL-1-PHOSPHATE_xrefs___GALACTITOL-1-PHOSPHATE	GALACTITOL-1-PHOSPHATE_xrefs			GALACTITOL-1-PHOSPHATE
CPD-9875_xrefs___CPD-9875	CPD-9875_xrefs			CPD-9875
CPD-11608_xrefs___CPD-11608	CPD-11608_xrefs			CPD-11608
PHENOL_xrefs___PHENOL	PHENOL_xrefs			PHENOL
CPD-8614_xrefs___CPD-8614	CPD-8614_xrefs			CPD-8614
CPD-18380_xrefs___CPD-18380	CPD-18380_xrefs			CPD-18380
CPD1G-1346_xrefs___CPD1G-1346	CPD1G-1346_xrefs			CPD1G-1346
PTEROATE_xrefs___PTEROATE	PTEROATE_xrefs			PTEROATE
CPD-12629_xrefs___CPD-12629	CPD-12629_xrefs			CPD-12629
CARBOXYMETHYL-HYDROXYPHENYLPROPCOA_xrefs___CARBOXYMETHYL-HYDROXYPHENYLPROPCOA	CARBOXYMETHYL-HYDROXYPHENYLPROPCOA_xrefs			CARBOXYMETHYL-HYDROXYPHENYLPROPCOA
CPD1G-1353_xrefs___CPD1G-1353	CPD1G-1353_xrefs			CPD1G-1353
CPD-11641_xrefs___CPD-11641	CPD-11641_xrefs			CPD-11641
RIBOSE-15-BISPHOSPHATE_xrefs___RIBOSE-15-BISPHOSPHATE	RIBOSE-15-BISPHOSPHATE_xrefs			RIBOSE-15-BISPHOSPHATE
CPD-15684_xrefs___CPD-15684	CPD-15684_xrefs			CPD-15684
CPD-18390_xrefs___CPD-18390	CPD-18390_xrefs			CPD-18390
CPD-9894_xrefs___CPD-9894	CPD-9894_xrefs			CPD-9894
XTP_xrefs___XTP	XTP_xrefs			XTP
CPD-8617_xrefs___CPD-8617	CPD-8617_xrefs			CPD-8617
CPD1G-1354_xrefs___CPD1G-1354	CPD1G-1354_xrefs			CPD1G-1354
CPD-68_xrefs___CPD-68	CPD-68_xrefs			CPD-68
CPD-184_xrefs___CPD-184	CPD-184_xrefs			CPD-184
CPD-15685_xrefs___CPD-15685	CPD-15685_xrefs			CPD-15685
CPD-13684_xrefs___CPD-13684	CPD-13684_xrefs			CPD-13684
CPD-682_xrefs___CPD-682	CPD-682_xrefs			CPD-682
CPD-18437_xrefs___CPD-18437	CPD-18437_xrefs			CPD-18437
CPD1G-277_xrefs___CPD1G-277	CPD1G-277_xrefs			CPD1G-277
CMP-N-ACETYL-NEURAMINATE_xrefs___CMP-N-ACETYL-NEURAMINATE	CMP-N-ACETYL-NEURAMINATE_xrefs			CMP-N-ACETYL-NEURAMINATE
CPD-9895_xrefs___CPD-9895	CPD-9895_xrefs			CPD-9895
17-ALPHA-HYDROXYPROGESTERONE_xrefs___17-ALPHA-HYDROXYPROGESTERONE	17-ALPHA-HYDROXYPROGESTERONE_xrefs			17-ALPHA-HYDROXYPROGESTERONE
CPD-8618_xrefs___CPD-8618	CPD-8618_xrefs			CPD-8618
2-KETO-3-DEOXY-6-P-GLUCONATE_xrefs___2-KETO-3-DEOXY-6-P-GLUCONATE	2-KETO-3-DEOXY-6-P-GLUCONATE_xrefs			2-KETO-3-DEOXY-6-P-GLUCONATE
CPD-18447_xrefs___CPD-18447	CPD-18447_xrefs			CPD-18447
CPD-15686_xrefs___CPD-15686	CPD-15686_xrefs			CPD-15686
CPD-13689_xrefs___CPD-13689	CPD-13689_xrefs			CPD-13689
CPD-12646_xrefs___CPD-12646	CPD-12646_xrefs			CPD-12646
CPD-11647_xrefs___CPD-11647	CPD-11647_xrefs			CPD-11647
CPD-8619_xrefs___CPD-8619	CPD-8619_xrefs			CPD-8619
CPD1G-332_xrefs___CPD1G-332	CPD1G-332_xrefs			CPD1G-332
O-SUCCINYL-L-HOMOSERINE_xrefs___O-SUCCINYL-L-HOMOSERINE	O-SUCCINYL-L-HOMOSERINE_xrefs			O-SUCCINYL-L-HOMOSERINE
CPD-688_xrefs___CPD-688	CPD-688_xrefs			CPD-688
MALTOPENTAOSE_xrefs___MALTOPENTAOSE	MALTOPENTAOSE_xrefs			MALTOPENTAOSE
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P_xrefs___CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P_xrefs			CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P
CPD-9896_xrefs___CPD-9896	CPD-9896_xrefs			CPD-9896
CPD-15687_xrefs___CPD-15687	CPD-15687_xrefs			CPD-15687
CPD-18489_xrefs___CPD-18489	CPD-18489_xrefs			CPD-18489
PUTRESCINE_xrefs___PUTRESCINE	PUTRESCINE_xrefs			PUTRESCINE
2-KETO-3-DEOXY-D-GLUCARATE_xrefs___2-KETO-3-DEOXY-D-GLUCARATE	2-KETO-3-DEOXY-D-GLUCARATE_xrefs			2-KETO-3-DEOXY-D-GLUCARATE
CPD-14736_xrefs___CPD-14736	CPD-14736_xrefs			CPD-14736
SINAPOYL-COA_xrefs___SINAPOYL-COA	SINAPOYL-COA_xrefs			SINAPOYL-COA
LANOSTEROL_xrefs___LANOSTEROL	LANOSTEROL_xrefs			LANOSTEROL
CPD-2752_xrefs___CPD-2752	CPD-2752_xrefs			CPD-2752
K-HEXANOYL-COA_xrefs___K-HEXANOYL-COA	K-HEXANOYL-COA_xrefs			K-HEXANOYL-COA
TRYPTAMINE_xrefs___TRYPTAMINE	TRYPTAMINE_xrefs			TRYPTAMINE
DIHYDRO-DIOH-BENZOATE_xrefs___DIHYDRO-DIOH-BENZOATE	DIHYDRO-DIOH-BENZOATE_xrefs			DIHYDRO-DIOH-BENZOATE
DEOXYGUANOSINE_xrefs___DEOXYGUANOSINE	DEOXYGUANOSINE_xrefs			DEOXYGUANOSINE
CPD-14746_xrefs___CPD-14746	CPD-14746_xrefs			CPD-14746
CPD-285_xrefs___CPD-285	CPD-285_xrefs			CPD-285
SINAPOYL-S-MALATE_xrefs___SINAPOYL-S-MALATE	SINAPOYL-S-MALATE_xrefs			SINAPOYL-S-MALATE
UDP-L-RHAMNOSE_xrefs___UDP-L-RHAMNOSE	UDP-L-RHAMNOSE_xrefs			UDP-L-RHAMNOSE
DIHYDRO-NEO-PTERIN_xrefs___DIHYDRO-NEO-PTERIN	DIHYDRO-NEO-PTERIN_xrefs			DIHYDRO-NEO-PTERIN
CPD-14756_xrefs___CPD-14756	CPD-14756_xrefs			CPD-14756
CPD-482_xrefs___CPD-482	CPD-482_xrefs			CPD-482
CPD-4822_xrefs___CPD-4822	CPD-4822_xrefs			CPD-4822
SINAPYL-ALCOHOL_xrefs___SINAPYL-ALCOHOL	SINAPYL-ALCOHOL_xrefs			SINAPYL-ALCOHOL
4-IMIDAZOLEACETATE_xrefs___4-IMIDAZOLEACETATE	4-IMIDAZOLEACETATE_xrefs			4-IMIDAZOLEACETATE
CPD-286_xrefs___CPD-286	CPD-286_xrefs			CPD-286
CPD-14757_xrefs___CPD-14757	CPD-14757_xrefs			CPD-14757
CHLOROACETALDEHYDE_xrefs___CHLOROACETALDEHYDE	CHLOROACETALDEHYDE_xrefs			CHLOROACETALDEHYDE
GLUTAMATE-1-SEMIALDEHYDE_xrefs___GLUTAMATE-1-SEMIALDEHYDE	GLUTAMATE-1-SEMIALDEHYDE_xrefs			GLUTAMATE-1-SEMIALDEHYDE
HEXANOYL-COA_xrefs___HEXANOYL-COA	HEXANOYL-COA_xrefs			HEXANOYL-COA
SIROHEME_xrefs___SIROHEME	SIROHEME_xrefs			SIROHEME
KDO_xrefs___KDO	KDO_xrefs			KDO
BENZALDEHYDE_xrefs___BENZALDEHYDE	BENZALDEHYDE_xrefs			BENZALDEHYDE
4-MALEYL-ACETOACETATE_xrefs___4-MALEYL-ACETOACETATE	4-MALEYL-ACETOACETATE_xrefs			4-MALEYL-ACETOACETATE
KDO-8P_xrefs___KDO-8P	KDO-8P_xrefs			KDO-8P
CPD-287_xrefs___CPD-287	CPD-287_xrefs			CPD-287
O-SUCCINYLBENZOATE_xrefs___O-SUCCINYLBENZOATE	O-SUCCINYLBENZOATE_xrefs			O-SUCCINYLBENZOATE
DIHYDRO-THYMINE_xrefs___DIHYDRO-THYMINE	DIHYDRO-THYMINE_xrefs			DIHYDRO-THYMINE
CPD-14758_xrefs___CPD-14758	CPD-14758_xrefs			CPD-14758
LAUROYLCOA-CPD_xrefs___LAUROYLCOA-CPD	LAUROYLCOA-CPD_xrefs			LAUROYLCOA-CPD
CPD-488_xrefs___CPD-488	CPD-488_xrefs			CPD-488
CPD-13040_xrefs___CPD-13040	CPD-13040_xrefs			CPD-13040
CHLOROACETIC-ACID_xrefs___CHLOROACETIC-ACID	CHLOROACETIC-ACID_xrefs			CHLOROACETIC-ACID
DEOXYINOSINE_xrefs___DEOXYINOSINE	DEOXYINOSINE_xrefs			DEOXYINOSINE
CPD-4886_xrefs___CPD-4886	CPD-4886_xrefs			CPD-4886
4-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE_xrefs___4-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	4-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE_xrefs			4-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE
CPD-13080_xrefs___CPD-13080	CPD-13080_xrefs			CPD-13080
CPD-14760_xrefs___CPD-14760	CPD-14760_xrefs			CPD-14760
UDP-N-ACETYL-D-GLUCOSAMINE_xrefs___UDP-N-ACETYL-D-GLUCOSAMINE	UDP-N-ACETYL-D-GLUCOSAMINE_xrefs			UDP-N-ACETYL-D-GLUCOSAMINE
CPD-4888_xrefs___CPD-4888	CPD-4888_xrefs			CPD-4888
CPD-292_xrefs___CPD-292	CPD-292_xrefs			CPD-292
SIROHYDROCHLORIN_xrefs___SIROHYDROCHLORIN	SIROHYDROCHLORIN_xrefs			SIROHYDROCHLORIN
UROPORPHYRINOGEN-III_xrefs___UROPORPHYRINOGEN-III	UROPORPHYRINOGEN-III_xrefs			UROPORPHYRINOGEN-III
4-METHYL-824-CHOLESTADIENOL_xrefs___4-METHYL-824-CHOLESTADIENOL	4-METHYL-824-CHOLESTADIENOL_xrefs			4-METHYL-824-CHOLESTADIENOL
KDO-LIPID-IVA_xrefs___KDO-LIPID-IVA	KDO-LIPID-IVA_xrefs			KDO-LIPID-IVA
CPD-13081_xrefs___CPD-13081	CPD-13081_xrefs			CPD-13081
BENZENE-NO2_xrefs___BENZENE-NO2	BENZENE-NO2_xrefs			BENZENE-NO2
DIHYDROFOLATE_xrefs___DIHYDROFOLATE	DIHYDROFOLATE_xrefs			DIHYDROFOLATE
SN-GLYCEROL-1-PHOSPHATE_xrefs___SN-GLYCEROL-1-PHOSPHATE	SN-GLYCEROL-1-PHOSPHATE_xrefs			SN-GLYCEROL-1-PHOSPHATE
CPD-293_xrefs___CPD-293	CPD-293_xrefs			CPD-293
CPD-71_xrefs___CPD-71	CPD-71_xrefs			CPD-71
CPD-1099_xrefs___CPD-1099	CPD-1099_xrefs			CPD-1099
RIBOSE-1P_xrefs___RIBOSE-1P	RIBOSE-1P_xrefs			RIBOSE-1P
CPD-710_xrefs___CPD-710	CPD-710_xrefs			CPD-710
CPD-7100_xrefs___CPD-7100	CPD-7100_xrefs			CPD-7100
CPD-8004_xrefs___CPD-8004	CPD-8004_xrefs			CPD-8004
CPD-110_xrefs___CPD-110	CPD-110_xrefs			CPD-110
ALPHA-MALTOSE_xrefs___ALPHA-MALTOSE	ALPHA-MALTOSE_xrefs			ALPHA-MALTOSE
ASN_xrefs___ASN	ASN_xrefs			ASN
CPD-7524_xrefs___CPD-7524	CPD-7524_xrefs			CPD-7524
CPD-1102_xrefs___CPD-1102	CPD-1102_xrefs			CPD-1102
7-METHYLXANTHINE_xrefs___7-METHYLXANTHINE	7-METHYLXANTHINE_xrefs			7-METHYLXANTHINE
FORMATE_xrefs___FORMATE	FORMATE_xrefs			FORMATE
CPD-371_xrefs___CPD-371	CPD-371_xrefs			CPD-371
CPD-3710_xrefs___CPD-3710	CPD-3710_xrefs			CPD-3710
CPD-804_xrefs___CPD-804	CPD-804_xrefs			CPD-804
CPD-7526_xrefs___CPD-7526	CPD-7526_xrefs			CPD-7526
CPD-12303_xrefs___CPD-12303	CPD-12303_xrefs			CPD-12303
ALPHA-METHYL-5-ALPHA-ERGOSTA_xrefs___ALPHA-METHYL-5-ALPHA-ERGOSTA	ALPHA-METHYL-5-ALPHA-ERGOSTA_xrefs			ALPHA-METHYL-5-ALPHA-ERGOSTA
CPD-1105_xrefs___CPD-1105	CPD-1105_xrefs			CPD-1105
APS_xrefs___APS	APS_xrefs			APS
CPD-7117_xrefs___CPD-7117	CPD-7117_xrefs			CPD-7117
CPD-12304_xrefs___CPD-12304	CPD-12304_xrefs			CPD-12304
CPD-193_xrefs___CPD-193	CPD-193_xrefs			CPD-193
CPD-7535_xrefs___CPD-7535	CPD-7535_xrefs			CPD-7535
CPD-3713_xrefs___CPD-3713	CPD-3713_xrefs			CPD-3713
O-UREIDOHOMOSERINE_xrefs___O-UREIDOHOMOSERINE	O-UREIDOHOMOSERINE_xrefs			O-UREIDOHOMOSERINE
CPD-12321_xrefs___CPD-12321	CPD-12321_xrefs			CPD-12321
CPDQT-432_xrefs___CPDQT-432	CPDQT-432_xrefs			CPDQT-432
CPD-8097_xrefs___CPD-8097	CPD-8097_xrefs			CPD-8097
CPD-7557_xrefs___CPD-7557	CPD-7557_xrefs			CPD-7557
CPD-712_xrefs___CPD-712	CPD-712_xrefs			CPD-712
CPD-1107_xrefs___CPD-1107	CPD-1107_xrefs			CPD-1107
